Text,Name,Gender
"98 million adolescent girls around the world aren't in school. Laxmi was one of them—until she enrolled in the Prerna Girls School. That’s when her life changed.

I hope you'll support organizations making a difference for girls like Laxmi at https://t.co/Z5q8KOBrmF. https://t.co/klNb6DRo1W",Michelle Obama,Female
You guys amaze me! Keep working hard! https://t.co/ifTd9OK3VO,Michelle Obama,Female
"What a week! From Chicago to Los Angeles to DC, I want to thank every one of you for picking up the book, diving into the pages, and sharing your stories along the way. Your photos and reflections on your own journeys have been so fun—keep them coming! #IAmBecoming https://t.co/k7Yu8WN2Wl",Michelle Obama,Female
A big shout-out to all the hardworking and inspirational community leaders from around the world in Chicago for the #ObamaSummit! I can’t wait to see the good that comes from these two days. https://t.co/292SZRJG0d,Michelle Obama,Female
"Right now, members of the Global @GirlsAlliance are sharing their stories on stage at the #ObamaSummit. I hope you’ll take a minute to tune in at https://t.co/zdjmKu5Rjn to hear more about the power that comes from educating adolescent girls around the world. https://t.co/21kQIe9p50",Michelle Obama,Female
"So true, Joyce. We are never done growing or learning. I wish you the best on your journey. https://t.co/bjuSEMb2RS",Michelle Obama,Female
He is such a cutie. Thanks for all you do for students in Chicago! #IAmBecoming #ReachHigher https://t.co/JDEprjYwDI,Michelle Obama,Female
Love that all these writers and storytellers made it out last night. Keep up the amazing work! https://t.co/a2LYCF5glv,Michelle Obama,Female
Look who dropped by! ❤️#IAmBecoming https://t.co/cIQDbNIU8A,Michelle Obama,Female
Such an amazing crowd and energy in LA! Thank you to @TraceeEllisRoss for bringing the laughs and to each and every one of you for being a part of this incredible journey. #IAmBecoming https://t.co/lteS1eNH7e,Michelle Obama,Female
"Beautiful, Hannah. Best wishes on your own process of becoming—the journey never ends. #IAmBecoming https://t.co/rZj5RGSRvy",Michelle Obama,Female
"Great job filling out your #FAFSA, and keep striving! I know you’ll go far. Can't wait to be with you all in Dallas! #IAmBecoming https://t.co/yxmrTaK4zK",Michelle Obama,Female
I'm so glad I got to share this night with all of you! #ReachHigher #IAmBecoming https://t.co/GMLNSkfXLA,Michelle Obama,Female
"My heart is so full after visiting the @paralosninosorg in the Skid Row neighborhood of Los Angeles. With big smiles and even bigger dreams, these beautiful kids and their families are the heart of the America that I’ve gotten to know so well, and that I’ll always believe in. 📚 https://t.co/IWIWSqAFNy",Michelle Obama,Female
"Thank you, Chicago! To everyone who came out to our events — the students, the Girl Scouts, the moms and daughters and, as Oprah said, all those woke men — thank you for beginning this journey with me. #IAmBecoming https://t.co/QBRTTeOgxn",Michelle Obama,Female
I love this! We all need a little more kindness in our lives. #IAmBecoming https://t.co/vNKnNTMa8Q,Michelle Obama,Female
"This makes me smile, Sammy. Thank you for sharing. #IAmBecoming https://t.co/64gEMBTwws",Michelle Obama,Female
"So glad you all had some fun. Keep reaching for your dreams, ladies! #IAmBecoming https://t.co/aZG4wNwK9r",Michelle Obama,Female
"My heart is with everyone affected by the devastating fires in California—the brave first responders, those who’ve lost loved ones or homes, and many others. Let’s all do our part to support these families. It’s who we are.",Michelle Obama,Female
"It seems like yesterday that @BarackObama and I were taking our girls to @57thstreetbooks store. Today, I was there with a book of my own. Thanks to everyone who braved the cold and stopped by. #IAmBecoming https://t.co/CiMskZf2SZ",Michelle Obama,Female
"We’re finally here! I hope that this book might help each of you embrace the beauty of who you are, and I wish you all the best in your own process of becoming. https://t.co/tOEk59nT71 #IAmBecoming https://t.co/1VD6nCZN41",Michelle Obama,Female
"Chicago made me who I am. I wanted to pay tribute to the South Side community that poured so much love into me from the very beginning, so I wrote this letter to the @ChiDefender. 

I hope you’ll read it: https://t.co/ah5VY6PUJ9 #IAmBecoming https://t.co/px3r1aI9cf",Michelle Obama,Female
"Hey Chicago! I’m so excited to be in my hometown to kick off my #IAmBecoming tour! This memoir has helped me to embrace the fullness of my story—failures, triumphs, and all. I hope it inspires you to do the same. Who are you becoming? Share your story with #IAmBecoming. https://t.co/E7GXkKOATe",Michelle Obama,Female
"Thank you, Oprah! I’ve been so grateful for your friendship and advice for so long. And now I’m honored to join your amazing book club! #IAmBecoming https://t.co/X4cBZTq4PS",Michelle Obama,Female
"The service, strength, and resilience of our veterans and their families is one of the great inspirations in my life. As we observe #VeteransDay18, let’s all recommit to serving them as well as they’ve served us. https://t.co/J2kQ9w2hH1",Michelle Obama,Female
"My memoir comes out tomorrow, and I couldn’t be more excited. I honestly can’t wait for you to read it – so I’m not going to! Check out a little sneak preview of BECOMING: https://t.co/jhOOqJhfSF #IAmBecoming",Michelle Obama,Female
"Thank you to every single one of you who made your voice heard, volunteered, and reached out to your neighbors. You proved that we have the power to change this country—and that every single vote counts.

Now it’s up to us to keep building this movement. We’ve only just begun. https://t.co/NOQY2Qtchm",Michelle Obama,Female
"Have you voted? There’s still time to get to the polls. Don't sit this one out and hand over important decisions that affect your life to someone else.

If you’ve already voted, check in with your friends and family to make sure they’ve voted, too!  #VoteToday #WhenWeAllVote",Michelle Obama,Female
"#ElectionDay is here! It’s time to vote—get to the polls and make sure every single person you talk to today is doing the same.

Find your polling place right now at https://t.co/cBTTn9yuTH. Because #WhenWeAllVote, we all do better.",Michelle Obama,Female
"Tomorrow, whether you're a first-time voter or you've been voting your whole life, your community—and our country—needs to hear from you.

Make your voice heard by grabbing five friends and getting ready to vote at https://t.co/cBTTn9Q5Lf. #WhenWeAllVote https://t.co/MupCb5VxIX",Michelle Obama,Female
"You nailed the look, Parker! I love it!!!! ❤️ https://t.co/40CArze8gT",Michelle Obama,Female
"Meet Madalo Samati, who is working to empower adolescent girls in Malawi through education. Her leadership inspires me, and so does the ripple effect she’s created within her community.

Watch Madalo’s story and head over to the Global @GirlsAlliance to learn more about her work. https://t.co/XX6h5OecEg",Michelle Obama,Female
There’s no better way to share my story with all of you than with a little help from a few of my friends. Can’t wait to kick things off in my hometown! #IAmBecoming https://t.co/AhGQ95ngY0,Michelle Obama,Female
"Can’t wait to sit down with one of the kindest and most thoughtful women I know, @michele_norris! #IAmBecoming https://t.co/7iTmYeUAGd",Michelle Obama,Female
"We have some stories, don’t we @ValerieJarrett? 

Looking forward to talking with someone who’s had my back since before Barack and I were married! #IAmBecoming https://t.co/NHZtY5wIoI",Michelle Obama,Female
"Dope Queen for a day? Sign me up—looking forward to it, Phoebe! #IAmBecoming https://t.co/fuSie4eFJm",Michelle Obama,Female
"I always love talking with my dear friend, @TraceeEllisRoss. Looking forward to lots of laughs. And happy belated birthday!! #IAmBecoming https://t.co/iHDWurlf0b",Michelle Obama,Female
"From our time in Chicago, to the Inauguration stage, to our friendship during the White House years, @ProfessorEA has always been there for Barack and me. 

So excited for this tour! #IAmBecoming https://t.co/iQVvKQ7CXX",Michelle Obama,Female
"I’m challenging everyone across the country to start a #VotingSquad to get your friends and family ready to vote. That means you, @JanelleMonae, @TomHanks, @FaithHill, @TheTimMcGraw, @CP3 &amp; @Lin_Manuel!

Build your squad &amp; then tag 5 others to do the same! https://t.co/TyUUB9GhTi https://t.co/lO4Goedx8q",Michelle Obama,Female
"Thank you for continuing to @ReachHigher, Riverside County! Excited to see you in LA! #IAmBecoming https://t.co/RZRTfj8UOs",Michelle Obama,Female
Can't wait to have all of you amazing storytellers with me in Boston. I love what you do at the Telling Room! #IAmBecoming https://t.co/LcWDmjqyGx,Michelle Obama,Female
".@826DC, I can’t wait to see the stories you write for yourselves in the years ahead. #ReachHigher #IAmBecoming https://t.co/CdXCBXXIME",Michelle Obama,Female
Keep up the amazing work! Looking forward to Detroit! #IAmBecoming https://t.co/Xr8MITXnG7,Michelle Obama,Female
Keep aiming high! See you all soon. #IAmBecoming https://t.co/6MKULowgIc,Michelle Obama,Female
You all amaze me! See you in Boston on November 24th! #IAmBecoming https://t.co/TBLbzdqMt0,Michelle Obama,Female
"I'm so excited that these incredible students from across the country will be joining me on my #IAmBecoming tour. I hope they can see a little bit of themselves in my story, and I can’t wait to see who they become in the years ahead! https://t.co/ec0DAbpu8B",Michelle Obama,Female
"Early voting has already started in states across the country, which means many of you can make your voice heard right now!

@WhenWeAllVote has everything you need to find out when, where, and how to vote—just go to https://t.co/cBTTn9yuTH. #VoteEarly https://t.co/2ymCxKgs3D",Michelle Obama,Female
"They’re here! I just got a sneak-preview of the first copies of BECOMING, and I can’t wait for you all to read it. November 13th is almost here—pre-order your copy today at https://t.co/tOEk59nT71. #IAmBecoming https://t.co/wYw1Do1b8f",Michelle Obama,Female
"When girls get the chance to fulfill their potential by getting an education, they can transform families, communities, even entire countries. Follow Global @GirlsAlliance and head over to https://t.co/72b7C6ko0e to join us. https://t.co/IKu97YMivH",Michelle Obama,Female
"The Global @GirlsAlliance is proud to support grassroots leaders whose work is helping girls around the world fulfill their potential.

These leaders need our help. So I hope you’ll read their stories, learn about their work, and support them however you can at @GoFundMe. https://t.co/OcxNVFh88X",Michelle Obama,Female
"An educated girl can lift up her family, her community, and her country. That’s why I’m so proud that today the @ObamaFoundation is launching the Global @GirlsAlliance in support of adolescent girls' education around the world.

Join us: https://t.co/72b7C6ko0e. https://t.co/5mvFY814rD",Michelle Obama,Female
"There are few things that inspire me like seeing the potential of adolescent girls around the world. Today, on International #DayoftheGirl, I’ll be on the @TodayShow to discuss the ways we can help adolescent girls get the education they deserve. I hope you’ll join me. https://t.co/XwBEoFK3nZ",Michelle Obama,Female
"#WhenWeAllVote, we get a little respect. So I hope you’ll go to https://t.co/PA4LvmFR0D or text WeAllVote to 97779 to register right now. Then help your friends do the same. https://t.co/NJEKnLZGia",Michelle Obama,Female
"Thank you @barackobama for 26+ years of love, trust, and respect - for being a man who always lifts up and honors me and our wonderful girls. Each day I’m with you, I’m reminded of what a treasure you truly are to us all. https://t.co/dfgJRMyWJj",Michelle Obama,Female
"That was fun, Miami! Thank you for everything you’ve done to make the @WhenWeAllVote Week of Action a success. Now let’s get out there and make sure that everyone we know votes in November for something they believe in.

Text WeAllVote to 97779 or visit https://t.co/cBTTn9yuTH. https://t.co/AXAEIVtlFY",Michelle Obama,Female
Now’s the time to channel all your energy and emotion into getting fired up for Election Day—and I’m excited to be in Miami with @WhenWeAllVote to do just that! Join us live at https://t.co/eG4xstGNxY https://t.co/KwmyVBAZy8,Michelle Obama,Female
".@ReachHigher was an initiative borne from my own experience—the idea that an education opens up doors that are otherwise closed for kids like me. I’m thrilled that thanks to @CommonApp's commitment to those same values, that message will thrive for years to come. #ReachHigher https://t.co/LC5EGiES2D",Michelle Obama,Female
"There's a lot at stake this November. If we stay home, critical issues that affect our families and communities get ignored. Today on #NationalVoterRegistrationDay, register to vote and then get to the polls on Nov. 6. Text WeAllVote to 97779 to get started. #WhenWeAllVote https://t.co/YqQtWBEffA",Michelle Obama,Female
"Thank you, Las Vegas! Now let’s get working to help our family and friends get registered to vote. Text WeAllVote to 97779 or head to https://t.co/PA4LvmXrSb to get started. https://t.co/TA852E8pfc",Michelle Obama,Female
I’m thrilled to be in Las Vegas with @WhenWeAllVote to help kick off our Week of Action. Let’s get fired up for Election Day on Nov. 6! https://t.co/NB2JtkF64f,Michelle Obama,Female
Truly humbled by the response to my upcoming book tour. I can’t wait to share BECOMING with all of you &amp; hope to see you somewhere along the way! https://t.co/uT7im9hnFk,Michelle Obama,Female
"When I was younger, thinking about going to college sometimes gave me a pit in my stomach. I came from a working-class family. I was young, black, and female. Of course I doubted myself. But I didn’t let those fears win. #BetterMakeRoom https://t.co/VwwJ9VelCX",Michelle Obama,Female
One of my favorite memories. Sharing this moment with my family and my mom is something I’ll never forget. https://t.co/j3LAMNsTiQ,Michelle Obama,Female
"I’m done with my book! I’ve learned a lot about myself and I’d like to share my story of BECOMING—the plainness, the blemishes, the crazy turns—with you on my book tour, beginning 11/13 in Chicago. Go to https://t.co/dVXmPri4OS to find out how to get tickets. #IAmBecoming https://t.co/jmlbh19RXG",Michelle Obama,Female
"As you start this new school year, I want you to strive to work harder than ever before, challenge yourself to reach new heights, and seek opportunities that will help you grow. I believe in you! #BetterMakeRoom https://t.co/vMPZ3qBoP5",Michelle Obama,Female
We can each do our part to help all eligible voters make their voices heard in this upcoming election and every election. And I'm thrilled that companies like @Lyft are working with @WhenWeAllVote to get people registered &amp; out to vote this November. https://t.co/Nej6auSy3w,Michelle Obama,Female
"My father taught me that voting is a sacred responsibility, one that none of us can take for granted.  And #WhenWeAllVote, we can make our voices heard.

Join me and @WhenWeAllVote for a Week of Action this September to get fired up for Election Day: https://t.co/C4obhrE6mP https://t.co/94Rr7DOKYw",Michelle Obama,Female
"Watching Aretha Franklin perform at the White House, and on so many other occasions, made time stand still. @BarackObama and I are holding Aretha’s family in our hearts right now. She will forever be our Queen of Soul. https://t.co/NhHsbKijpl",Michelle Obama,Female
"The Voting Rights Act makes our democracy stronger, giving every American, from all walks of life, the right to vote. But the work is far from finished. Join me and @WhenWeAllVote for a Week of Action to get folks registered and ready to spread the word. https://t.co/C4obhrVHLp https://t.co/aAb1dS80Yv",Michelle Obama,Female
Happy birthday @BarackObama! The view is always better with you. https://t.co/7a6cAkjkAS,Michelle Obama,Female
.@BarackObama and I are so proud of @KingJames and @IPROMISESchool. Kids in Akron and across the US are lucky to have you as a role model on and off the court. Keep using your platform for good and giving our kids a chance to shoot for the stars. 🌟🏀 #ReachHigher #BetterMakeRoom https://t.co/hyS6UM2A7b,Michelle Obama,Female
"In my family, voting was a sacred responsibility, one which we never took for granted. I’m excited to be a part of @WhenWeAllVote to inspire and empower all eligible voters to make their voices heard. #WhenWeAllVote, we can make history. https://t.co/cBTTn9Q5Lf https://t.co/6d5UT4gg9k",Michelle Obama,Female
"Passionate, committed young leaders like these are the key to Africa’s future and to the future of our world. Barack and I are so proud of them! https://t.co/VemFlq9uD3",Michelle Obama,Female
Sometimes truth transcends party. https://t.co/TeFM7NmNzU,Michelle Obama,Female
"To the first-gen students I met in DC yesterday, and those across the country, I want you to know that I’m so proud of you. This is only the beginning of what you will achieve! #BetterMakeRoom #FBF https://t.co/slc8RwG4or",Michelle Obama,Female
"So excited to join @lala, @DaveedDiggs, @DanPorterfield and others to meet with first-gen students at the #BeatingTheOdds Summit! #BetterMakeRoom https://t.co/s1Im5q9Q2q",Michelle Obama,Female
"First-gen students are resilient, hardworking &amp; determined. As a first-gen myself, I know the challenges many students face on their journey through college.

On Thursday, I'll be taking your questions about college-submit them using #BetterMakeRoom. Can’t wait to hear from you! https://t.co/vPUrv5xL6I",Michelle Obama,Female
"As I prepare to share BECOMING this fall, I hope you’ll also think about your own story, and trust that it will help you become whoever you aspire to be. Your story is what you have, what you will always have. It is something to own. #BECOMING https://t.co/agb7uJhYu8",Michelle Obama,Female
"I’m so inspired by the young people I met today from the South Side of Chicago, my hometown and the future site of the Obama Presidential Center. These high school seniors have big plans for college and beyond and I’m so proud of each and every one of them. https://t.co/YShuJsbLpr",Michelle Obama,Female
"It’s impossible for any picture to truly capture what my mother, Marian, has meant to me. Happy #MothersDay to all of the moms out there, and especially to my own. https://t.co/GfJdJJ8oPR",Michelle Obama,Female
"Thank you to the fierce and fearless @valeriejarrett, @tinatchen and @USOWomen for bringing together a crowd of thousands to reflect on the #StateofWomen, and for inspiring the next generation of leaders. #USOW2018 https://t.co/jU8hvtMpv7",Michelle Obama,Female
Excited to join the @USOWomen Summit for a conversation with @TraceeEllisRoss! Today we come together to celebrate everything women have achieved and discuss what barriers we have yet to break. #USOW2018 #StateOfWomen https://t.co/LQWPgfMbAD,Michelle Obama,Female
Thank you to everyone who supported #CollegeSigningDay. I’m so proud of each and every one of these students! https://t.co/wzP1WUNmJI,Michelle Obama,Female
So excited for you! https://t.co/s0OsriuC8G,Michelle Obama,Female
"Congrats, Destiny! College will open so many doors for you. Keep reaching higher and never give up! #BetterMakeRoom #CollegeSigningDay https://t.co/ViMYV80oyC",Michelle Obama,Female
Happy #CollegeSigningDay! So excited to be in Philly to celebrate all the young people making the commitment to higher education. https://t.co/xWJz46dXXN,Michelle Obama,Female
"On May 2, I can't wait to celebrate my 5th #CollegeSigningDay in Philly! It’s been amazing seeing this event grow into a nationwide movement where schools and communities celebrate students for committing to a higher education. #FlashbackFriday @BetterMakeRoom https://t.co/MoiRDfhY6Y",Michelle Obama,Female
"I'm so happy for my friend @chefsamkass whose new book shares healthy tips &amp; delicious recipes my family has enjoyed for years. From launching the White House Kitchen Garden back in 2009 to becoming a successful entrepreneur &amp; author, @barackobama and I couldn’t be prouder! https://t.co/rq7GxzVBf9",Michelle Obama,Female
Barack and I are thrilled to congratulate The Duke and Duchess of Cambridge on their newest arrival! We hope to meet him soon for a Kensington Palace pajama party. I’ll wear my robe! https://t.co/9zR7M049HR,Michelle Obama,Female
I'm so in awe of college-bound students all over the country—you inspire @BarackObama and me every day. We know how hard you’ve worked to make your college dreams a reality. That’s why #CollegeSigningDay is one of my favorite traditions. I can’t wait to celebrate in Philly! https://t.co/CZ0bEgIHi0,Michelle Obama,Female
Hey @USOWomen! I just cleared my schedule and I’ll be there! Looking forward to joining such an inspiring roster of women. #USOW2018 → https://t.co/2CubvpF57w https://t.co/aTLtvi1P1Z,Michelle Obama,Female
I teamed up with @Refinery29 to mark #InternationalWomensDay and to talk about my passionate commitment to empowering girls around the world through education. This will continue to be a core part of my work at the @ObamaFoundation. https://t.co/rczguiLYWP,Michelle Obama,Female
"Parker, I'm so glad I had the chance to meet you today (and for the dance party)!  Keep on dreaming big for yourself...and maybe one day I'll proudly look up at a portrait of you! https://t.co/faUVTsYWun",Michelle Obama,Female
😂😂😂 https://t.co/9Fh1qL2fyO,Michelle Obama,Female
Writing BECOMING has been a deeply personal experience. I talk about my roots and how a girl from the South Side found her voice. I hope my journey inspires readers to find the courage to become whoever they aspire to be. I can't wait to share my story. https://t.co/d7DxEG85NK,Michelle Obama,Female
"I’m in total awe of the extraordinary students in Florida. Like every movement for progress in our history, gun reform will take unyielding courage and endurance. But @barackobama and I believe in you, we’re proud of you, and we’re behind you every step of the way.",Michelle Obama,Female
"Congrats to the entire #blackpanther team! Because of you, young people will finally see superheroes that look like them on the big screen. I loved this movie and I know it will inspire people of all backgrounds to dig deep and find the courage to be heroes of their own stories.",Michelle Obama,Female
"Happy #ValentinesDay to my one and only, @BarackObama. To celebrate the occasion, I’m dedicating a little Valentine’s Day playlist to you!  💝 https://t.co/aHSQAL25mH",Michelle Obama,Female
"To our nation’s young people, I see how hard so many of you work to #ReachHigher, and I want you to know that you inspire @BarackObama and me each and every day. We’re rooting for you!",Michelle Obama,Female
I am so proud of students all across the country who are getting accepted by their dream schools. These kids won’t let anything stand in their way! #ReachHigher https://t.co/jU0r6u4bHm,Michelle Obama,Female
"There's Verlando, a first-generation college graduate who is now giving back to his community in Baltimore. https://t.co/QJLrEdl36R https://t.co/7smYOswOh9",Michelle Obama,Female
"There's Rachel, who I first met in 2014. She is proof that your past doesn't have to dictate your future. She'll be graduating in May from the University of Washington in Seattle! https://t.co/NhHTFOVeEr https://t.co/ss2KkGDDbx",Michelle Obama,Female
"There’s Zaniya, who won our #BetterMakeRoom essay contest and got to be on the cover of @Seventeen with me in 2016. Now, she’s a sophomore at George Washington University and started her own campaign to empower young women. 👏🏿👏🏿👏🏿 https://t.co/g6casal3gS https://t.co/zTiOvBRnZ1",Michelle Obama,Female
One of my greatest joys as First Lady was getting to meet so many incredible young people from across the country. I’ve always been in awe of students working hard to overcome obstacles to get a higher education &amp; build a better life for themselves. #ReachHigher https://t.co/bEd8ShB4ij,Michelle Obama,Female
"This just made my day. I may not be a 3rd grade teacher, but this gets an A+ in my book! https://t.co/wBTzbyG8zr",Michelle Obama,Female
Hey everyone!  I had so much fun celebrating Ellen’s 60th birthday! It felt like old times at @TheEllenShow.  Tune in Thursday for the full episode…and check out Snapchat today for some behind-the-scenes snaps. #HappyBirthdayEllen https://t.co/ADExvBpXBp,Michelle Obama,Female
"It’s because of school counselors like Kirsten Perry that our young people dream a little bigger, and reach a little higher. Kirsten, I can’t wait to honor you and your colleagues from across the country at the School Counselor of the Year Ceremony next week. #ReachHigher https://t.co/gw8pIDPaoJ",Michelle Obama,Female
"So proud of my friend and former chief of staff @TinaTchen and the other strong women banding together to fight sexual harassment, and protect the women who are courageously coming forward. #timesup https://t.co/Qb1ty2bZ9s",Michelle Obama,Female
Getting covered means getting peace of mind for yourself and your family. So sign up today and tell everyone you know that Friday is the last day to sign up for coverage at https://t.co/v9EkLXQz0C. https://t.co/4dWS9v8geQ,Michelle Obama,Female
"I'm in awe of the courage, commitment, and talent of our veterans and military spouses, today and every day. Even though @BarackObama and I are no longer in the WH, we will always have your backs. #VeteransDay https://t.co/qUUJpnFKed",Michelle Obama,Female
Thanks to my friend Prince Harry for joining me in my hometown to surprise these outstanding students! #ReachHigher #ObamaSummit https://t.co/QH7vwnKUBN,Michelle Obama,Female
Thrilled to be home with @BarackObama! Join us as we kick off the @ObamaFoundation Summit. Tune in: https://t.co/zdjmKu5Rjn #ObamaSummit https://t.co/mhkkelMO7V,Michelle Obama,Female
"Happy 25th anniversary @barackobama. A quarter of a century later, you're still my best friend &amp; the most extraordinary man I know. I 💕 you. https://t.co/y0nevQmatB",Michelle Obama,Female
I'm so excited about what's coming up at the @ObamaFoundation. These young people have so much to contribute–and the work is only beginning. https://t.co/PlUFjLiBFR,Michelle Obama,Female
Hey Seniors! Applying to college is critical. Get the help you need by signing up for Up Next. Instructions 👇🏾#BetterMakeRoom https://t.co/4Xr6zvBVvD,Michelle Obama,Female
"As we come together as one American family to help our neighbors, we are reminded how much we need each other. https://t.co/OMpsKlNAr2",Michelle Obama,Female
The outpouring of support for Houston &amp; communities along the Gulf Coast represents the best of who we are &amp; what this country is about. https://t.co/4bGfy9vXjN,Michelle Obama,Female
"Another year older, but the same phenomenal guy I married nearly 25 years ago. Happy birthday, @BarackObama -- we love you so much! https://t.co/3WrcGiKgz1",Michelle Obama,Female
Happy Birthday Mom! Your unconditional love has made me who I am today. You are my rock. My ❤️.  I'll always be your Miche. I love you. https://t.co/37flZSKJ98,Michelle Obama,Female
.@RealMikeWilbon &amp; I are so proud of all the students who are beating the odds &amp; going to college. The world #BetterMakeRoom for all of you! https://t.co/Xg06y4NJFl,Michelle Obama,Female
So excited to join you @RealMikeWilbon &amp; meet these inspiring DC students who are on their way to college this fall! #BetterMakeRoom 🎓🎓🎓 https://t.co/w69mZdsyqd,Michelle Obama,Female
Couldn’t be more excited for these phenomenal women I met at #CollegeSigningDay. Keep up the great work and congrats on @stepthemovie! https://t.co/Tcj9utD5LF,Michelle Obama,Female
It was an honor to stand with these incredible @SpecialOlympics athletes and celebrate Eunice Kennedy Shriver's legacy at tonight's @ESPYS. https://t.co/RXzkhAh4it,Michelle Obama,Female
"Eunice Kennedy Shriver knew that when we give others a chance to fulfill their greatest potential, we all win.",Michelle Obama,Female
"Happy Birthday, @Malala! Your courage inspires us all to keep fighting for girls everywhere to get the education they deserve. https://t.co/oTXwRWL1mU",Michelle Obama,Female
"Happy #FathersDay @BarackObama. Our daughters may be older and taller now, but they’ll always be your little girls. We love you. https://t.co/SGZMmXaQ3a",Michelle Obama,Female
"Congrats to @CNNFilms’ We Will Rise, honored at the @TelevisionAcad Honors. Thank you for spotlighting girls' ed. https://t.co/BLhpcuuBSK 📽️ https://t.co/72acSEZynp",Michelle Obama,Female
Happy #MothersDay to my mom. I strive to be the kind of mother to my girls that you have always been to me. https://t.co/ZXIjHAm7jC,Michelle Obama,Female
Glad to be back at the #PHASummit. No one should play politics with our kids’ health. We owe them. Let’s make our voices heard. https://t.co/g2ZDbwZk5u,Michelle Obama,Female
Thank you @NickCannon &amp; many others who supported #CollegeSigningDay. I am proud of every student aiming to #reachhigher. #BetterMakeRoom https://t.co/9DEhAqv4h4,Michelle Obama,Female
"⚡️ “You'd #BetterMakeRoom, #CollegeSigningDay is HERE. ” by @BetterMakeRoom

https://t.co/kD3S4rmPEC",Michelle Obama,Female
"So inspired by the over 1,300 schools &amp; communities in all 50 states for shining a spotlight on higher education this #CollegeSigningDay.",Michelle Obama,Female
I’m in NYC for my 4th #CollegeSigningDay. Can’t wait to celebrate today with 200 college-bound high school seniors! #BetterMakeRoom 👏🏾🎓👏🏾🎓,Michelle Obama,Female
"Excited by the potential of the Obama Pres. Center. Barack &amp; I will continue to champion the issues close to our hearts, including girls ed. https://t.co/3VVtNyKHLK",Michelle Obama,Female
"Hey, @TheEllenShow! I may have schooled you in pushups, but when it comes to courage and kindness, you are always a champ.💪🏿#ThankYouEllen https://t.co/WQOPNKDc6r",Michelle Obama,Female
Always inspired by your powerful contributions @Beyonce. You are a role model for us all. Thank you for investing in our girls.  👑🐝 👑🐝 https://t.co/kuXDdYz6JV,Michelle Obama,Female
"Look who has a spring in their step! Celebrate the #FirstDayOfSpring by grabbing a friend, heading outside, and getting moving. https://t.co/yQTb0sQgCc",Michelle Obama,Female
I was thrilled to meet the young chefs from @MasterChefJrFOX last year! Tune in tonight to see what they cooked up. #MasterChefJunior🌶️🍐🥕🍎,Michelle Obama,Female
So impressed by the extraordinary girls I met at @CardozoEC who represent the beauty and diversity of this country. #InternationalWomensDay https://t.co/aGrmRuKsbR,Michelle Obama,Female
"Thanks @chancetherapper for giving back to the Chicago community, which gave us so much. You are an example of the power of arts education.",Michelle Obama,Female
Always love visiting DC schools. Thank you for hosting me today @BallouSTAY. Stories of students #reachinghigher continue to inspire me. https://t.co/MPbctWThRF,Michelle Obama,Female
"7 years since launching #letsmove, so proud of what we've done to support healthy families. More to do! https://t.co/76JhK5ndsG https://t.co/Ua76t7bR5T",Michelle Obama,Female
Remembering those who have made possible the dreams of today. Will never forget. Will never stop honoring their legacy. #BlackHistoryMonth https://t.co/pTRS8AMAvU,Michelle Obama,Female
"Happy Valentine's Day to the love of my life and favorite island mate, @BarackObama. #valentines https://t.co/n3tEmSAJRT",Michelle Obama,Female
"After an extraordinary 8 years, I'll be taking a little break. Will be back before you know it to work with you on the issues we care about. https://t.co/o0ECJitXnw",Michelle Obama,Female
"“We can give all our children the bright, healthy futures they so richly deserve.” http://t.co/EgStdzksym #LetsMove",Michelle Obama,Female
The First Lady on why healthier food options are good for American businesses: http://t.co/L1NIzgSjYe #LetsMove,Michelle Obama,Female
Watch Michelle Obama talk about the next chapter of our movement—then sign up to be a part of it: http://t.co/RDH2zllO,Michelle Obama,Female
Welcome to Organizing for Action: http://t.co/npTSXH7z,Michelle Obama,Female
"Sign up for this Saturday's National Day of Service here, and ask your friends to join you! http://t.co/pF0uLexE, http://t.co/K5YTx84d",Michelle Obama,Female
"""A full life means giving back to our community and our country."" —First Lady Michelle Obama http://t.co/QIiT8SJg",Michelle Obama,Female
The First Lady invites you to take part in a National Day of Service this Saturday: http://t.co/1tJ3nuoa,Michelle Obama,Female
An open letter from the First Lady to parents on talking to your kids about Newtown: http://t.co/PS4pbrm0,Michelle Obama,Female
We are grateful for each and every one of you. http://t.co/1igFbwD4,Michelle Obama,Female
"More than anything, I want to thank you all for everything. I am so grateful to every one of you for your support and your prayers.  –mo",Michelle Obama,Female
"If the polls have closed where you are, help call key states in the West: http://t.co/AXz9z9r0",Michelle Obama,Female
Today is a big moment for all of us. Help her have his back—go vote: http://t.co/K7bmQZxE http://t.co/gpq5MSeU,Michelle Obama,Female
All of our hard work these past 18 months comes down to what happens right now. Let’s not leave anything to chance. http://t.co/AXz9z9r0 —mo,Michelle Obama,Female
"They believe in you. If you believe in them, use your vote: http://t.co/gzhu2u3l http://t.co/oAudfSc7",Michelle Obama,Female
RT if you’ve already voted for President Obama today! #VoteObama,Michelle Obama,Female
"Help get voters to the polls in key states—make a few calls now: http://t.co/AXz9z9r0, http://t.co/t0I7a048",Michelle Obama,Female
Polls are open! Make a plan to go vote: http://t.co/6MXRyZOl,Michelle Obama,Female
"The First Lady voted for @BarackObama for the same reason she married him—his character. http://t.co/6MXRyZOl, http://t.co/dQDAdvDb",Michelle Obama,Female
